GEOID,Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,outage_code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference,STATE,COUNTY,TRACT,BLOCK,NAME,geometry,population_estimate,sub_pop_estimate,amb_pop_estimate,med_earn_estimate,population_moe,sub_pop_moe,amb_pop_moe,med_earn_moe,external,downtime
36047000900.0,2023-08-09 17:12:00+00:00,EL308,905485.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-08-10 02:00:00+00:00,,ST230809.txt - 3635,External Monitoring System,EE-LNOUT,2023-08-09 17:28:00+00:00,C,E&EM Mullokandov verified this elevator running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-06-27 14:39:00+00:00,EL309,888651.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-06-27 23:00:00+00:00,,ST230627.txt - 2596,External Monitoring System,EE-LNOUT,2023-06-27 14:54:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-06-27 14:39:00+00:00,EL308,888654.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-06-27 23:00:00+00:00,,ST230627.txt - 2602,External Monitoring System,EE-LNOUT,2023-06-27 14:55:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-06-21 10:43:00+00:00,EL309,885946.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-06-21 19:00:00+00:00,,ST230621.txt - 2206,External Monitoring System,EE-LNOUT,2023-06-21 11:06:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-09-11 16:57:00+00:00,EL309,917787.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-09-12 01:00:00+00:00,,ST230911.txt - 2349,External Monitoring System,EE-LNOUT,2023-09-11 17:13:00+00:00,C,As per Liftnet Galaxy Client machine is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-09-15 12:58:00+00:00,EL309,919936.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-09-15 21:00:00+00:00,,ST230915.txt - 2813,External Monitoring System,EE-LNOUT,2023-09-15 13:18:00+00:00,C,New server shows machine running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-08-08 14:33:00+00:00,EL308,904775.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-08-08 23:00:00+00:00,,ST230808.txt - 2696,External Monitoring System,EE-LNOUT,2023-08-08 15:02:00+00:00,C,"E&EM Bian, and Mullokandov found machine running",24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-02 23:57:00+00:00,EL309,949800.0,ELE: EL309 - 024 - Court St - Mezz A,,UNI,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-03 08:00:00+00:00,,ST231203.txt - 95,External Monitoring System,EE-LNOUT,2023-12-03 00:04:00+00:00,C,As per Galaxy Client: In Service,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-07-11 14:47:00+00:00,EL308,893802.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-07-11 23:00:00+00:00,,ST230711.txt - 2803,External Monitoring System,EE-LNOUT,2023-07-11 15:11:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-08-26 07:49:00+00:00,EL309,911884.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-08-26 16:00:00+00:00,,ST230826.txt - 861,External Monitoring System,EE-LNOUT,2023-08-26 08:03:00+00:00,C,This outage generated due to Merill Heddy restarting the system.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-07-03 09:13:00+00:00,EL308,890716.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-07-03 18:00:00+00:00,,ST230703.txt - 1077,External Monitoring System,EE-LNOUT,2023-07-03 09:29:00+00:00,C,As per Liftnet Galaxy Client machine is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-11-15 11:29:00+00:00,EL309,943931.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-11-15 20:00:00+00:00,,ST231115.txt - 2305,External Monitoring System,EE-LNOUT,2023-11-15 11:47:00+00:00,C,As per Liftnet Galaxy Client machine is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-11-16 16:57:00+00:00,EL308,944608.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-11-17 01:00:00+00:00,,ST231116.txt - 3177,External Monitoring System,EE-LNOUT,2023-11-16 17:14:00+00:00,C,Galaxy server shows machine running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-31 04:15:00+00:00,EL308,961696.0,ELE: EL308 - 024 - Court St - Mezz A,,UNI,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-31 13:00:00+00:00,,ST231231.txt - 412,External Monitoring System,EE-LNOUT,2023-12-31 04:18:00+00:00,C,As per Galaxy Client In Service.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-07-11 14:47:00+00:00,EL309,893800.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-07-11 23:00:00+00:00,,ST230711.txt - 2796,External Monitoring System,EE-LNOUT,2023-07-11 15:10:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-31 04:15:00+00:00,EL309,961698.0,ELE: EL309 - 024 - Court St - Mezz A,,UNI,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-31 13:00:00+00:00,,ST231231.txt - 414,External Monitoring System,EE-LNOUT,2023-12-31 04:18:00+00:00,C,As per Galaxy Client In Service.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-11-02 15:10:00+00:00,EL309,939056.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-11-03 00:00:00+00:00,,ST231102.txt - 2755,External Monitoring System,EE-LNOUT,2023-11-02 15:28:00+00:00,C,New Server shows in service,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-11-30 13:01:00+00:00,EL309,949143.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-11-30 22:00:00+00:00,,ST231130.txt - 2122,External Monitoring System,EE-LNOUT,2023-11-30 13:52:00+00:00,C,Galaxy shows machine running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-10-05 13:24:00+00:00,EL309,928724.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-10-05 22:00:00+00:00,,ST231005.txt - 2753,External Monitoring System,EE-LNOUT,2023-10-05 13:40:00+00:00,C,New Server shows machine running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-08 10:07:00+00:00,EL308,952055.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-08 19:00:00+00:00,,ST231208.txt - 986,External Monitoring System,EE-LNOUT,2023-12-08 10:23:00+00:00,C,As per Liftnet Galaxy Client machine is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-10 11:19:00+00:00,EL308,952808.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-10 20:00:00+00:00,,ST231210.txt - 1181,External Monitoring System,EE-LNOUT,2023-12-10 11:28:00+00:00,C,"As per galaxy, machine is running.",24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-12-08 10:07:00+00:00,EL309,952056.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-12-08 19:00:00+00:00,,ST231208.txt - 987,External Monitoring System,EE-LNOUT,2023-12-08 10:23:00+00:00,C,As per Liftnet Galaxy Client machine is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-07-25 13:05:00+00:00,EL308,899499.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-07-25 22:00:00+00:00,,ST230725.txt - 3083,External Monitoring System,EE-LNOUT,2023-07-25 13:25:00+00:00,C,As per Galaxy Client elevator running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-06-28 14:29:00+00:00,EL309,889231.0,ELE: EL309 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-06-28 23:00:00+00:00,,ST230628.txt - 2532,External Monitoring System,EE-LNOUT,2023-06-28 14:44:00+00:00,C,As per Lift-Net Galaxy Server Elevator is running.,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-11-10 13:27:00+00:00,EL308,942074.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-11-10 22:00:00+00:00,,ST231110.txt - 2205,External Monitoring System,EE-LNOUT,2023-11-10 13:45:00+00:00,C,Galaxy shows machine running,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
36047000900.0,2023-08-23 13:44:00+00:00,EL308,910928.0,ELE: EL308 - 024 - Court St - Mezz A,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-08-23 22:00:00+00:00,,ST230823.txt - 2759,External Monitoring System,EE-LNOUT,2023-08-23 14:05:00+00:00,C,,24.0,24.0,620.0,R28,BMT,Broadway,Court St,Bk,R,Subway,40.6941,-73.991777,Manhattan,Bay Ridge - 95 St,0.0,,POINT (-73.991777 40.6941),36.0,047,000900,1000.0,"Census Tract 9, Kings County, New York","list(list(c(-73.993736, -73.993103, -73.992424, -73.9921, -73.990663, -73.990447, -73.990972, -73.988932, -73.989261, -73.989662, -73.990096, -73.990686, -73.992364, -73.994361, -73.993736, 40.691535, 40.692846, 40.694276, 40.694947, 40.694561, 40.693735, 40.692549, 40.692086, 40.690977, 40.690334, 40.689706, 40.689142, 40.68969, 40.690239, 40.691535)))",4687.0,1788.0,4241.0,198590.0,602.0,243.0,605.0,54280.0,False,
